,GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,geometry
0,Id,Id2,Geography,Estimate; Total:,"Estimate; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more",
314,1500000US360470147001,360470147001,"Block Group 1, Census Tract 147, Kings County, New York",281,7,6,0,5,0,23,5,56,40,39,6,0,49,22,5,18,"POLYGON ((-73.99005199999999 40.661139, -73.988924 40.662283, -73.98876899999999 40.662432, -73.987296 40.660442, -73.988428 40.65925, -73.990635 40.660579, -73.99005199999999 40.661139))"
315,1500000US360470147002,360470147002,"Block Group 2, Census Tract 147, Kings County, New York",564,12,44,0,33,0,6,0,39,12,63,65,36,70,96,15,73,"POLYGON ((-73.990635 40.660579, -73.988428 40.65925, -73.990188 40.657601, -73.99238299999999 40.658899, -73.990635 40.660579))"
316,1500000US360470148001,360470148001,"Block Group 1, Census Tract 148, Kings County, New York",230,0,18,17,5,0,24,5,0,0,26,14,41,39,0,32,9,"POLYGON ((-74.013164 40.618236, -74.012002 40.619353, -74.0098 40.618024, -74.01096099999999 40.616906, -74.011543 40.616345, -74.01374899999999 40.617676, -74.013164 40.618236))"
317,1500000US360470148002,360470148002,"Block Group 2, Census Tract 148, Kings County, New York",262,10,14,0,0,10,6,6,4,0,25,60,11,28,15,22,51,"POLYGON ((-74.01611799999999 40.615384, -74.01374899999999 40.617676, -74.011543 40.616345, -74.013926 40.614064, -74.01611799999999 40.615384))"
318,1500000US360470149001,360470149001,"Block Group 1, Census Tract 149, Kings County, New York",350,9,33,0,0,0,0,17,5,0,56,45,43,22,29,52,39,"POLYGON ((-73.98594799999999 40.66563, -73.983586 40.664489, -73.98122499999999 40.663347, -73.98172799999999 40.662744, -73.98644999999999 40.665028, -73.98594799999999 40.66563))"
319,1500000US360470149002,360470149002,"Block Group 2, Census Tract 149, Kings County, New York",565,48,0,0,7,0,13,1,22,0,0,122,100,11,96,61,84,"POLYGON ((-73.98644999999999 40.665028, -73.98172799999999 40.662744, -73.982231 40.662142, -73.982732 40.661539, -73.985094 40.662681, -73.98459099999999 40.663284, -73.98695099999999 40.664425, -73.98644999999999 40.665028))"
320,1500000US360470149003,360470149003,"Block Group 3, Census Tract 149, Kings County, New York",413,13,0,0,0,0,6,13,36,0,48,35,10,9,41,168,34,"POLYGON ((-73.985094 40.662681, -73.982732 40.661539, -73.983237 40.660937, -73.983918 40.660137, -73.98612299999999 40.661469, -73.985094 40.662681))"
321,1500000US360470149004,360470149004,"Block Group 4, Census Tract 149, Kings County, New York",476,0,38,0,0,0,9,0,18,42,30,52,41,17,132,77,20,"POLYGON ((-73.98833499999999 40.662805, -73.98756899999999 40.662339, -73.98722099999999 40.66213, -73.98612299999999 40.661469, -73.983918 40.660137, -73.98447999999999 40.659598, -73.98507099999999 40.659029, -73.987296 40.660442, -73.98876899999999 40.662432, -73.98833499999999 40.662805))"
322,1500000US360470149005,360470149005,"Block Group 5, Census Tract 149, Kings County, New York",393,0,0,0,0,0,0,0,22,35,0,26,34,32,94,61,89,"POLYGON ((-73.98833499999999 40.662805, -73.987453 40.663823, -73.98695099999999 40.664425, -73.98459099999999 40.663284, -73.985094 40.662681, -73.98612299999999 40.661469, -73.98722099999999 40.66213, -73.98756899999999 40.662339, -73.98833499999999 40.662805))"
323,1500000US360470150001,360470150001,"Block Group 1, Census Tract 150, Kings County, New York",292,31,10,0,8,27,10,0,11,15,10,39,31,33,32,31,4,"POLYGON ((-74.01096099999999 40.616906, -74.0098 40.618024, -74.007599 40.616695, -74.008177 40.616133, -74.00934099999999 40.615015, -74.011543 40.616345, -74.01096099999999 40.616906))"
324,1500000US360470150002,360470150002,"Block Group 2, Census Tract 150, Kings County, New York",325,7,10,0,25,0,5,0,36,6,24,12,70,57,5,18,50,"POLYGON ((-74.013926 40.614064, -74.011543 40.616345, -74.00934099999999 40.615015, -74.009924 40.614457, -74.010504 40.613897, -74.011712 40.612735, -74.013926 40.614064))"
325,1500000US360470151001,360470151001,"Block Group 1, Census Tract 151, Kings County, New York",363,20,0,10,0,0,9,0,0,10,18,36,58,51,78,18,55,"POLYGON ((-73.981582 40.666888, -73.979224 40.665749, -73.97972 40.665155, -73.980222 40.664552, -73.982581 40.665693, -73.981582 40.666888))"
326,1500000US360470151002,360470151002,"Block Group 2, Census Tract 151, Kings County, New York",402,0,28,17,0,0,7,0,0,32,16,17,47,51,9,45,133,"POLYGON ((-73.982581 40.665693, -73.980222 40.664552, -73.980724 40.66395, -73.98122499999999 40.663347, -73.983586 40.664489, -73.982581 40.665693))"
327,1500000US360470151003,360470151003,"Block Group 3, Census Tract 151, Kings County, New York",442,10,0,8,6,26,11,0,11,11,63,40,31,65,30,91,39,"POLYGON ((-73.985445 40.666233, -73.984943 40.666834, -73.982581 40.665693, -73.983586 40.664489, -73.98594799999999 40.66563, -73.985445 40.666233))"
328,1500000US360470151004,360470151004,"Block Group 4, Census Tract 151, Kings County, New York",349,20,0,0,3,0,0,0,7,46,32,0,0,40,30,117,54,"POLYGON ((-73.984438 40.667437, -73.983943 40.66803, -73.981582 40.666888, -73.982581 40.665693, -73.984943 40.666834, -73.984438 40.667437))"
329,1500000US360470152001,360470152001,"Block Group 1, Census Tract 152, Kings County, New York",306,0,0,12,0,41,0,26,40,0,0,16,73,9,9,30,50,"POLYGON ((-74.02754999999999 40.612925, -74.025729 40.616049, -74.022789 40.614596, -74.024784 40.6097, -74.027106 40.610244, -74.02754999999999 40.612925))"
330,1500000US360470152002,360470152002,"Block Group 2, Census Tract 152, Kings County, New York",292,0,7,32,11,12,0,4,0,21,28,56,43,27,10,23,18,"POLYGON ((-74.024624 40.617389, -74.022161 40.616169, -74.022789 40.614596, -74.025729 40.616049, -74.024624 40.617389))"
331,1500000US360470152003,360470152003,"Block Group 3, Census Tract 152, Kings County, New York",319,8,16,6,14,9,16,0,31,57,29,17,45,21,25,17,8,"POLYGON ((-74.02293299999999 40.619502, -74.021216 40.618472, -74.022161 40.616169, -74.024624 40.617389, -74.02293299999999 40.619502))"
332,1500000US360470153001,360470153001,"Block Group 1, Census Tract 153, Kings County, New York",88,0,11,0,0,0,0,0,0,0,0,42,9,0,0,10,16,"POLYGON ((-73.980068 40.668705, -73.979563 40.669313, -73.97720799999999 40.668169, -73.977717 40.66757, -73.978212 40.666963, -73.980569 40.668103, -73.980068 40.668705))"
333,1500000US360470153002,360470153002,"Block Group 2, Census Tract 153, Kings County, New York",452,0,18,7,0,0,0,9,0,17,33,28,80,62,34,43,121,"POLYGON ((-73.980569 40.668103, -73.978212 40.666963, -73.97871499999999 40.66636099999999, -73.979224 40.665749, -73.981582 40.666888, -73.980569 40.668103))"
334,1500000US360470153003,360470153003,"Block Group 3, Census Tract 153, Kings County, New York",304,13,0,0,7,0,0,0,0,8,0,28,37,16,30,57,108,"POLYGON ((-73.98293199999999 40.669245, -73.980569 40.668103, -73.981582 40.666888, -73.983943 40.66803, -73.98293199999999 40.669245))"
335,1500000US360470153004,360470153004,"Block Group 4, Census Tract 153, Kings County, New York",307,0,0,9,20,0,0,0,9,0,0,8,66,39,22,30,104,"POLYGON ((-73.982428 40.669847, -73.981927 40.670448, -73.979563 40.669313, -73.980068 40.668705, -73.980569 40.668103, -73.98293199999999 40.669245, -73.982428 40.669847))"
336,1500000US360470154001,360470154001,"Block Group 1, Census Tract 154, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((-74.022789 40.614596, -74.022161 40.616169, -74.021216 40.618472, -74.02052599999999 40.618058, -74.018316 40.616722, -74.01611799999999 40.615384, -74.013926 40.614064, -74.011712 40.612735, -74.013482 40.611038, -74.015224 40.609357, -74.01701899999999 40.607655, -74.01549899999999 40.606842, -74.018732 40.60357, -74.021384 40.604389, -74.020786 40.605673, -74.02247699999999 40.606674, -74.021502 40.607828, -74.024784 40.6097, -74.022789 40.614596))"
337,1500000US360470155001,360470155001,"Block Group 1, Census Tract 155, Kings County, New York",342,2,19,0,25,0,0,20,32,0,15,22,63,44,19,49,32,"POLYGON ((-73.979917 40.672858, -73.977558 40.671715, -73.975196 40.670576, -73.975696 40.669973, -73.978061 40.671112, -73.980418 40.672256, -73.979917 40.672858))"
338,1500000US360470155002,360470155002,"Block Group 2, Census Tract 155, Kings County, New York",384,7,0,0,0,0,0,8,8,7,10,20,127,24,17,10,146,"POLYGON ((-73.980418 40.672256, -73.978061 40.671112, -73.975696 40.669973, -73.976201 40.669372, -73.98092299999999 40.671655, -73.980418 40.672256))"
339,1500000US360470155003,360470155003,"Block Group 3, Census Tract 155, Kings County, New York",459,24,0,0,0,0,8,18,0,30,40,5,83,40,42,60,109,"POLYGON ((-73.98092299999999 40.671655, -73.976201 40.669372, -73.976705 40.66876999999999, -73.981425 40.671052, -73.98092299999999 40.671655))"
340,1500000US360470155004,360470155004,"Block Group 4, Census Tract 155, Kings County, New York",247,0,0,0,0,7,0,6,0,12,0,26,31,31,28,41,65,"POLYGON ((-73.981425 40.671052, -73.976705 40.66876999999999, -73.97720799999999 40.668169, -73.979563 40.669313, -73.981927 40.670448, -73.981425 40.671052))"
341,1500000US360470157001,360470157001,"Block Group 1, Census Tract 157, Kings County, New York",512,26,0,25,13,0,0,14,33,13,25,13,54,62,53,106,75,"POLYGON ((-73.97796 40.675438, -73.97546699999999 40.674467, -73.972955 40.673488, -73.97338499999999 40.672854, -73.975889 40.673828, -73.97838999999999 40.674805, -73.97796 40.675438))"
342,1500000US360470157002,360470157002,"Block Group 2, Census Tract 157, Kings County, New York",443,0,0,13,0,0,0,0,0,0,11,14,152,39,69,61,84,"POLYGON ((-73.97838999999999 40.674805, -73.975889 40.673828, -73.97338499999999 40.672854, -73.97382 40.672222, -73.976322 40.673199, -73.97882199999999 40.674171, -73.97838999999999 40.674805))"
343,1500000US360470157003,360470157003,"Block Group 3, Census Tract 157, Kings County, New York",599,0,32,0,9,0,12,0,13,0,37,105,74,65,53,59,140,"POLYGON ((-73.97882199999999 40.674171, -73.976322 40.673199, -73.97382 40.672222, -73.974698 40.671175, -73.97705599999999 40.672318, -73.979415 40.67346, -73.97882199999999 40.674171))"
344,1500000US360470157004,360470157004,"Block Group 4, Census Tract 157, Kings County, New York",431,24,0,0,0,0,0,0,0,0,45,51,32,63,53,53,110,"POLYGON ((-73.979415 40.67346, -73.97705599999999 40.672318, -73.974698 40.671175, -73.975196 40.670576, -73.977558 40.671715, -73.979917 40.672858, -73.979415 40.67346))"
345,1500000US360470159001,360470159001,"Block Group 1, Census Tract 159, Kings County, New York",760,13,0,14,12,42,0,12,11,0,0,37,49,116,138,132,184,"POLYGON ((-73.972095 40.674758, -73.971423 40.675755, -73.97190399999999 40.676413, -73.969498 40.675906, -73.968999 40.674713, -73.96873099999999 40.673928, -73.968924 40.67293799999999, -73.969247 40.672743, -73.970039 40.67268, -73.970409 40.672617, -73.971024 40.672745, -73.972955 40.673488, -73.972095 40.674758))"
346,1500000US360470159002,360470159002,"Block Group 2, Census Tract 159, Kings County, New York",617,0,57,14,0,0,0,46,34,26,93,40,71,31,13,44,148,"POLYGON ((-73.974597 40.675732, -73.972095 40.674758, -73.972955 40.673488, -73.97546699999999 40.674467, -73.974597 40.675732))"
347,1500000US360470159003,360470159003,"Block Group 3, Census Tract 159, Kings County, New York",422,23,14,0,0,0,51,0,16,0,27,10,35,38,110,43,55,"POLYGON ((-73.977102 40.676707, -73.974597 40.675732, -73.97546699999999 40.674467, -73.97796 40.675438, -73.977102 40.676707))"
348,1500000US360470159004,360470159004,"Block Group 4, Census Tract 159, Kings County, New York",344,0,12,0,0,13,0,0,0,15,25,18,83,14,5,64,95,"POLYGON ((-73.97661599999999 40.677431, -73.97618 40.678065, -73.973687 40.677078, -73.974597 40.675732, -73.977102 40.676707, -73.97661599999999 40.677431))"
349,1500000US360470159005,360470159005,"Block Group 5, Census Tract 159, Kings County, New York",437,16,0,0,0,0,0,0,0,0,0,18,49,15,27,125,187,"POLYGON ((-73.973687 40.677078, -73.97190399999999 40.676413, -73.971423 40.675755, -73.972095 40.674758, -73.974597 40.675732, -73.973687 40.677078))"
350,1500000US360470160001,360470160001,"Block Group 1, Census Tract 160, Kings County, New York",626,44,36,66,9,22,12,0,42,41,57,72,37,34,53,101,0,"POLYGON ((-74.0275 40.616961, -74.025373 40.619404, -74.02446599999999 40.620437, -74.02293299999999 40.619502, -74.024624 40.617389, -74.025729 40.616049, -74.026302 40.616335, -74.0275 40.616961))"
351,1500000US360470160002,360470160002,"Block Group 2, Census Tract 160, Kings County, New York",361,0,0,39,25,12,9,0,23,8,52,12,52,59,10,16,44,"POLYGON ((-74.029302 40.61789599999999, -74.0275 40.616961, -74.0287 40.61563, -74.030485 40.616518, -74.029302 40.61789599999999))"
352,1500000US360470160003,360470160003,"Block Group 3, Census Tract 160, Kings County, New York",522,20,21,44,0,6,17,40,38,0,52,59,93,92,11,0,29,"POLYGON ((-74.028205 40.619173, -74.02722 40.620323, -74.025373 40.619404, -74.0275 40.616961, -74.029302 40.61789599999999, -74.028205 40.619173))"
353,1500000US360470160004,360470160004,"Block Group 4, Census Tract 160, Kings County, New York",354,39,18,18,42,10,5,0,9,51,35,0,43,33,28,23,0,"POLYGON ((-74.028924 40.621404, -74.02835 40.622799, -74.026214 40.621491, -74.02446599999999 40.620437, -74.025373 40.619404, -74.02722 40.620323, -74.028205 40.619173, -74.02956399999999 40.619833, -74.028924 40.621404))"
354,1500000US360470161001,360470161001,"Block Group 1, Census Tract 161, Kings County, New York",424,25,21,0,5,0,7,11,20,0,0,48,61,51,7,77,91,"POLYGON ((-73.973952 40.682281, -73.97377999999999 40.683061, -73.97064 40.682414, -73.971394 40.680083, -73.974504 40.680733, -73.973952 40.682281))"
355,1500000US360470161002,360470161002,"Block Group 2, Census Tract 161, Kings County, New York",397,0,7,45,0,23,21,0,0,7,30,56,70,42,56,14,26,"POLYGON ((-73.974504 40.680733, -73.971394 40.680083, -73.97171 40.679206, -73.972027 40.678328, -73.97431 40.679735, -73.97469199999999 40.680266, -73.974504 40.680733))"
356,1500000US360470161003,360470161003,"Block Group 3, Census Tract 161, Kings County, New York",611,0,8,5,9,19,30,0,10,45,18,37,29,96,91,64,150,"POLYGON ((-73.97532099999999 40.679333, -73.97490499999999 40.679955, -73.97469199999999 40.680266, -73.97431 40.679735, -73.972027 40.678328, -73.97190399999999 40.676413, -73.973687 40.677078, -73.97618 40.678065, -73.97532099999999 40.679333))"
357,1500000US360470162001,360470162001,"Block Group 1, Census Tract 162, Kings County, New York",552,4,5,6,27,4,30,46,80,0,113,71,92,9,41,24,0,"POLYGON ((-74.031515 40.61533, -74.030485 40.616518, -74.0287 40.61563, -74.0275 40.616961, -74.026302 40.616335, -74.028972 40.613516, -74.02904199999999 40.613462, -74.02962099999999 40.61371, -74.031947 40.614815, -74.031515 40.61533))"
358,1500000US360470162002,360470162002,"Block Group 2, Census Tract 162, Kings County, New York",573,60,0,15,10,0,10,10,31,37,22,15,36,93,17,116,101,"POLYGON ((-74.03638844894151 40.6099169887477, -74.034871 40.611366, -74.03263699999999 40.61401, -74.031947 40.614815, -74.02962099999999 40.61371, -74.02904199999999 40.613462, -74.03305899999999 40.610245, -74.03505299999999 40.609544, -74.03549496284749 40.609075003863, -74.0358058157354 40.6093679389571, -74.0363843681629 40.6099131431883, -74.03638844894151 40.6099169887477))"
359,1500000US360470163001,360470163001,"Block Group 1, Census Tract 163, Kings County, New York",161,9,8,10,0,7,0,25,0,0,23,48,0,10,21,0,0,"POLYGON ((-73.97064 40.682414, -73.96866399999999 40.682, -73.967477 40.681754, -73.96795399999999 40.680189, -73.968227 40.679422, -73.971394 40.680083, -73.97064 40.682414))"
360,1500000US360470163002,360470163002,"Block Group 2, Census Tract 163, Kings County, New York",485,9,0,0,0,8,7,7,29,0,28,36,55,64,35,107,100,"POLYGON ((-73.97171 40.679206, -73.971394 40.680083, -73.968227 40.679422, -73.968542 40.678543, -73.96885999999999 40.677665, -73.972027 40.678328, -73.97171 40.679206))"
361,1500000US360470163003,360470163003,"Block Group 3, Census Tract 163, Kings County, New York",721,50,39,10,22,29,24,33,7,23,24,81,140,66,33,51,89,"POLYGON ((-73.972027 40.678328, -73.96885999999999 40.677665, -73.969178 40.676785, -73.969498 40.675906, -73.97190399999999 40.676413, -73.972027 40.678328))"
362,1500000US360470164000,360470164000,"Block Group 0, Census Tract 164, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
363,1500000US360470164001,360470164001,"Block Group 1, Census Tract 164, Kings County, New York",196,0,0,0,16,0,3,16,6,5,64,0,48,13,7,10,8,"POLYGON ((-74.03505299999999 40.609544, -74.03305899999999 40.610245, -74.02904199999999 40.613462, -74.028972 40.613516, -74.026302 40.616335, -74.025729 40.616049, -74.02754999999999 40.612925, -74.027106 40.610244, -74.024784 40.6097, -74.021502 40.607828, -74.02247699999999 40.606674, -74.020786 40.605673, -74.021384 40.604389, -74.018732 40.60357, -74.01895817902719 40.6025212306124, -74.0196250708203 40.6026650534001, -74.0271720774701 40.6042926510802, -74.0278791387297 40.6044451368695, -74.031384 40.605201, -74.03549496284749 40.609075003863, -74.03505299999999 40.609544))"
364,1500000US360470165001,360470165001,"Block Group 1, Census Tract 165, Kings County, New York",746,94,0,0,17,79,45,0,18,79,35,0,100,42,54,62,121,"POLYGON ((-73.97338499999999 40.672854, -73.972955 40.673488, -73.971024 40.672745, -73.970409 40.672617, -73.97132499999999 40.671248, -73.97382 40.672222, -73.97338499999999 40.672854))"
365,1500000US360470165002,360470165002,"Block Group 2, Census Tract 165, Kings County, New York",769,18,51,0,0,15,0,0,0,15,0,93,32,32,45,108,360,"POLYGON ((-73.974698 40.671175, -73.97382 40.672222, -73.97132499999999 40.671248, -73.97282 40.669427, -73.975196 40.670576, -73.974698 40.671175))"
366,1500000US360470165003,360470165003,"Block Group 3, Census Tract 165, Kings County, New York",546,0,0,0,0,0,0,75,0,0,40,81,92,36,45,13,164,"POLYGON ((-73.976201 40.669372, -73.975696 40.669973, -73.975196 40.670576, -73.97282 40.669427, -73.97332299999999 40.668825, -73.97433099999999 40.667621, -73.976705 40.66876999999999, -73.976201 40.669372))"
367,1500000US360470165004,360470165004,"Block Group 4, Census Tract 165, Kings County, New York",539,61,0,0,0,14,17,0,76,0,0,0,92,72,52,42,113,"POLYGON ((-73.97720799999999 40.668169, -73.976705 40.66876999999999, -73.97433099999999 40.667621, -73.975337 40.666419, -73.977717 40.66757, -73.97720799999999 40.668169))"
368,1500000US360470166001,360470166001,"Block Group 1, Census Tract 166, Kings County, New York",287,5,6,0,0,17,15,16,21,0,48,28,20,16,40,34,21,"POLYGON ((-74.02052599999999 40.618058, -74.018152 40.62033599999999, -74.016406 40.622014, -74.01420299999999 40.620685, -74.018316 40.616722, -74.02052599999999 40.618058))"
369,1500000US360470166002,360470166002,"Block Group 2, Census Tract 166, Kings County, New York",437,32,5,11,7,10,23,3,46,40,20,19,37,80,13,73,18,"POLYGON ((-74.018316 40.616722, -74.01420299999999 40.620685, -74.012002 40.619353, -74.013164 40.618236, -74.01374899999999 40.617676, -74.01611799999999 40.615384, -74.018316 40.616722))"
370,1500000US360470167001,360470167001,"Block Group 1, Census Tract 167, Kings County, New York",414,14,15,0,0,0,0,14,15,39,14,13,59,37,13,105,76,"POLYGON ((-73.978212 40.666963, -73.977717 40.66757, -73.975337 40.666419, -73.97633399999999 40.665214, -73.97871499999999 40.66636099999999, -73.978212 40.666963))"
371,1500000US360470167002,360470167002,"Block Group 2, Census Tract 167, Kings County, New York",441,48,61,0,0,0,25,6,27,0,17,37,43,17,0,29,131,"POLYGON ((-73.979224 40.665749, -73.97871499999999 40.66636099999999, -73.97633399999999 40.665214, -73.97734299999999 40.664012, -73.97972 40.665155, -73.979224 40.665749))"
372,1500000US360470167003,360470167003,"Block Group 3, Census Tract 167, Kings County, New York",599,56,0,4,0,0,0,0,0,43,21,72,30,32,108,119,114,"POLYGON ((-73.980222 40.664552, -73.97972 40.665155, -73.97734299999999 40.664012, -73.97834899999999 40.662799, -73.980724 40.66395, -73.980222 40.664552))"
373,1500000US360470167004,360470167004,"Block Group 4, Census Tract 167, Kings County, New York",663,0,0,29,92,10,12,0,14,0,60,96,48,113,25,126,38,"POLYGON ((-73.98172799999999 40.662744, -73.98122499999999 40.663347, -73.980724 40.66395, -73.97834899999999 40.662799, -73.979654 40.661241, -73.980171 40.661155, -73.982231 40.662142, -73.98172799999999 40.662744))"
374,1500000US360470168000,360470168000,"Block Group 0, Census Tract 168, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
375,1500000US360470168001,360470168001,"Block Group 1, Census Tract 168, Kings County, New York",637,20,72,36,8,77,7,0,0,44,33,21,71,49,60,86,53,"POLYGON ((-74.018732 40.60357, -74.01549899999999 40.606842, -74.014695 40.606424, -74.01236999999999 40.605214, -74.014521 40.602813, -74.0146169621317 40.6015849978945, -74.0148563837204 40.6016366318787, -74.0150890658452 40.60168681242101, -74.01827563110801 40.6023740314033, -74.01895817902719 40.6025212306124, -74.018732 40.60357))"
376,1500000US360470169001,360470169001,"Block Group 1, Census Tract 169, Kings County, New York",433,75,11,16,0,30,76,11,0,0,40,12,37,56,0,14,55,"POLYGON ((-73.98006099999999 40.660791, -73.97751099999999 40.659863, -73.97851399999999 40.658656, -73.980875 40.659794, -73.98006099999999 40.660791))"
377,1500000US360470169002,360470169002,"Block Group 2, Census Tract 169, Kings County, New York",589,61,88,26,10,32,0,0,15,16,64,45,76,50,51,0,55,"POLYGON ((-73.982732 40.661539, -73.982231 40.662142, -73.980171 40.661155, -73.98006099999999 40.660791, -73.980875 40.659794, -73.983237 40.660937, -73.982732 40.661539))"
378,1500000US360470169003,360470169003,"Block Group 3, Census Tract 169, Kings County, New York",292,0,3,35,14,0,0,0,0,0,9,19,39,41,54,36,42,"POLYGON ((-73.983237 40.660937, -73.980875 40.659794, -73.97851399999999 40.658656, -73.979023 40.658052, -73.979513 40.657479, -73.983918 40.660137, -73.983237 40.660937))"
379,1500000US360470169004,360470169004,"Block Group 4, Census Tract 169, Kings County, New York",463,0,24,10,21,0,50,0,0,22,44,76,62,26,12,86,30,"POLYGON ((-73.983918 40.660137, -73.979513 40.657479, -73.98007 40.65694, -73.98447999999999 40.659598, -73.983918 40.660137))"
380,1500000US360470169005,360470169005,"Block Group 5, Census Tract 169, Kings County, New York",391,133,0,0,58,0,0,0,0,0,62,16,13,49,30,30,0,"POLYGON ((-73.98447999999999 40.659598, -73.98007 40.65694, -73.98065299999999 40.656381, -73.98507099999999 40.659029, -73.98447999999999 40.659598))"
381,1500000US360470170001,360470170001,"Block Group 1, Census Tract 170, Kings County, New York",253,34,0,0,0,0,8,29,17,20,44,27,41,21,0,12,0,"POLYGON ((-74.012022 40.610156, -74.010251 40.611853, -74.011712 40.612735, -74.010504 40.613897, -74.008304 40.612568, -74.01127799999999 40.609706, -74.012022 40.610156))"
382,1500000US360470170002,360470170002,"Block Group 2, Census Tract 170, Kings County, New York",487,81,27,0,18,0,23,21,20,29,52,44,69,11,37,23,32,"POLYGON ((-74.015224 40.609357, -74.013482 40.611038, -74.011712 40.612735, -74.010251 40.611853, -74.012022 40.610156, -74.01376599999999 40.608479, -74.015224 40.609357))"
383,1500000US360470170003,360470170003,"Block Group 3, Census Tract 170, Kings County, New York",428,24,0,28,24,6,18,18,17,20,19,59,24,57,53,8,53,"POLYGON ((-74.01701899999999 40.607655, -74.015224 40.609357, -74.01376599999999 40.608479, -74.012022 40.610156, -74.01127799999999 40.609706, -74.014695 40.606424, -74.01549899999999 40.606842, -74.01701899999999 40.607655))"
384,1500000US360470171001,360470171001,"Block Group 1, Census Tract 171, Kings County, New York",504,16,14,14,0,23,34,0,23,0,43,65,43,41,12,58,118,"POLYGON ((-73.97751099999999 40.659863, -73.97448199999999 40.658339, -73.973792 40.656392, -73.97851399999999 40.658656, -73.97751099999999 40.659863))"
385,1500000US360470171002,360470171002,"Block Group 2, Census Tract 171, Kings County, New York",384,6,0,0,0,35,0,0,26,30,15,14,71,66,32,11,78,"POLYGON ((-73.97851399999999 40.658656, -73.973792 40.656392, -73.97355499999999 40.655644, -73.97430199999999 40.655367, -73.974756 40.656018, -73.979023 40.658052, -73.97851399999999 40.658656))"
386,1500000US360470171003,360470171003,"Block Group 3, Census Tract 171, Kings County, New York",306,0,6,9,0,5,0,0,0,0,19,52,21,73,55,44,22,"POLYGON ((-73.979023 40.658052, -73.974756 40.656018, -73.97430199999999 40.655367, -73.97642399999999 40.654535, -73.97657099999999 40.655311, -73.97730799999999 40.65615, -73.979513 40.657479, -73.979023 40.658052))"
387,1500000US360470171004,360470171004,"Block Group 4, Census Tract 171, Kings County, New York",382,0,0,40,16,23,21,0,7,20,43,17,9,67,25,36,58,"POLYGON ((-73.98007 40.65694, -73.979513 40.657479, -73.97730799999999 40.65615, -73.97657099999999 40.655311, -73.978039 40.654747, -73.97846899999999 40.655037, -73.98065299999999 40.656381, -73.98007 40.65694))"
388,1500000US360470172001,360470172001,"Block Group 1, Census Tract 172, Kings County, New York",480,7,16,8,6,17,43,17,0,8,40,19,114,46,58,50,31,"POLYGON ((-74.011566 40.607149, -74.009822 40.608827, -74.01127799999999 40.609706, -74.008304 40.612568, -74.00601399999999 40.611325, -74.009078 40.60837799999999, -74.010823 40.606701, -74.011566 40.607149))"
389,1500000US360470172002,360470172002,"Block Group 2, Census Tract 172, Kings County, New York",601,0,41,68,18,0,8,55,59,0,55,17,65,87,94,19,15,"POLYGON ((-74.014695 40.606424, -74.01127799999999 40.609706, -74.009822 40.608827, -74.011566 40.607149, -74.010823 40.606701, -74.01236999999999 40.605214, -74.014695 40.606424))"
390,1500000US360470174000,360470174000,"Block Group 0, Census Tract 174, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
391,1500000US360470174001,360470174001,"Block Group 1, Census Tract 174, Kings County, New York",469,12,29,30,8,26,13,21,32,31,12,56,48,13,75,15,48,"POLYGON ((-74.014521 40.602813, -74.01236999999999 40.605214, -74.0115 40.60476, -74.00977999999999 40.60386099999999, -74.01001699999999 40.60247, -74.010868 40.601657, -74.0110494523112 40.6008156238927, -74.0113370651283 40.6008776508625, -74.01160983117059 40.6009364759568, -74.0146169621317 40.6015849978945, -74.014521 40.602813))"
392,1500000US360470174002,360470174002,"Block Group 2, Census Tract 174, Kings County, New York",269,4,8,10,0,17,11,28,26,0,0,16,23,34,47,12,33,"POLYGON ((-74.01236999999999 40.605214, -74.010823 40.606701, -74.008369 40.605217, -74.00977999999999 40.60386099999999, -74.0115 40.60476, -74.01236999999999 40.605214))"
